company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,plan_name,financial_year,plan_status,metric_name,weight_percentage,threshold_value,threshold_payout_percentage,target_value,target_payout_percentage,stretch_value,stretch_payout_percentage,maximum_value,maximum_payout_percentage,actual_performance,actual_payout_percentage,total_bonus_payout,assessment_summary,additional_conditions,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
Rotork Plc,ROR LN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,2442.8,2026 Annual Bonus Plan,FY2026,prospective,Adjusted Operating Profit,60.0,,,,,,,,,,,,,Based on the 2026 budget approved by the Board (specific threshold/maximum figures not disclosed).,rotork_ar_2025,https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e,"=HYPERLINK(""https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e#page=126"",""p.126 of AR"")",3.0,113.0
Rotork Plc,ROR LN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,2442.8,2026 Annual Bonus Plan,FY2026,prospective,Cash Generation,15.0,,,,,,,110%,15.0,,,,,Maximum target to achieve maximum payout remains at 110% (threshold not specified).,rotork_ar_2025,https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e,"=HYPERLINK(""https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e#page=126"",""p.126 of AR"")",3.0,113.0
Rotork Plc,ROR LN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,2442.8,2026 Annual Bonus Plan,FY2026,prospective,ESG Measures,10.0,0.26 (TRIR),0.0,,,,,0.20 (TRIR),5.0,,,,,"Aligned to three sustainability pillars, excluding environmental emissions (which remain in LTIP). Split equally: (a) Health & Safety (TRIR) – Threshold 0.26, Maximum 0.20 (5% of opportunity); (b) Employee engagement (including diversity & inclusion) – quantitative targets (5% of opportunity, specific thresholds not disclosed).",rotork_ar_2025,https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e,"=HYPERLINK(""https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e#page=126"",""p.126 of AR"")",3.0,113.0
Rotork Plc,ROR LN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,2442.8,2026 Annual Bonus Plan,FY2026,prospective,Strategic Initiatives (Qualitative),15.0,,,,,,,,,,,,,"To be set for executive directors focusing on continued strategic development, innovation, and delivery of the Growth+ strategy. Specific targets not yet disclosed. Maximum bonus opportunity for CEO remains at 150% of salary; any payout above 60% of maximum will be deferred into shares under the Deferred Annual Bonus Plan for three years, subject to malus/clawback provisions and post-cessation shareholding requirements.",rotork_ar_2025,https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e,"=HYPERLINK(""https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e#page=126"",""p.126 of AR"")",3.0,113.0
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2024/25 Annual Incentive),FY2024/25,completed,Adjusted PBT,30.0,£255.3m,0.0,£275.3m,15.0,,,£295.3m,30.0,£255.7m (just above threshold),0.3,52.5,,Adjusted PBT excludes restructuring costs; a threshold level of adjusted PBT must be achieved before any incentive can pay out,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=106"",""p.106 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2024/25 Annual Incentive),FY2024/25,completed,Adjusted Free Cash Flow,30.0,£148.4m,0.0,£166.4m,15.0,,,£176.4m,30.0,£220.5m (well above maximum),30.0,52.5,,Excludes restructuring costs; maximum achieved,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=106"",""p.106 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2024/25 Annual Incentive),FY2024/25,completed,Like-for-like Group Revenue Change,15.0,0.0% revenue change,0.0,3.0% revenue change,7.5,,,5.0% revenue change,15.0,(1.7)% (below threshold),0.0,52.5,,,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=106"",""p.106 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2024/25 Annual Incentive),FY2024/25,completed,CO₂e Reduction (Scope 1 & 2 Emissions),15.0,4.5% reduction,0.0,6.0% reduction,7.5,,,7.0% reduction,15.0,7.3% reduction (above maximum),15.0,52.5,,Maximum achieved,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=106"",""p.106 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2024/25 Annual Incentive),FY2024/25,completed,Individual Strategic Targets (CEO: Simon Pryce),10.0,,,,,,,Qualitative assessment; up to 10% of maximum available,10.0,Qualitative assessment completed by the Committee; full details referenced on pages 121 and 122 of the report,8.5,52.5,"Qualitative assessment completed by the Remuneration Committee for Simon Pryce (CEO), resulting in a payout of 8.5% of maximum. Full details of the individual strategic targets and assessment are referenced on pages 121 and 122 of the annual report.",Kate Ringrose (CFO) achieved 7.0% for comparison,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=106"",""p.106 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2025/26 Annual Incentive),FY2025/26,prospective,Adjusted PBT,25.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),0.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),12.5,,,Not disclosed (commercially sensitive; to be disclosed retrospectively),25.0,,,,,A threshold level of adjusted PBT must be achieved before any incentive may be paid (PBT underpin retained). Weight increased balance vs prior year's 30%. All specific performance targets are considered commercially sensitive and will be disclosed retrospectively in the next annual report.,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=115"",""p.115 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2025/26 Annual Incentive),FY2025/26,prospective,Adjusted Free Cash Flow,25.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),0.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),12.5,,,Not disclosed (commercially sensitive; to be disclosed retrospectively),25.0,,,,,Weight increased balance vs prior year's 30%. All specific performance targets are considered commercially sensitive and will be disclosed retrospectively in the next annual report.,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=115"",""p.115 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2025/26 Annual Incentive),FY2025/26,prospective,Like-for-like Group Revenue Change,25.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),0.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),12.5,,,Not disclosed (commercially sensitive; to be disclosed retrospectively),25.0,,,,,Weight increased from prior year's 15%. All specific performance targets are considered commercially sensitive and will be disclosed retrospectively in the next annual report.,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=106"",""p.106 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2025/26 Annual Incentive),FY2025/26,prospective,CO₂e Reduction (Scope 1 & 2 Emissions),10.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),0.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),5.0,,,Not disclosed (commercially sensitive; to be disclosed retrospectively),10.0,,,,,Weight unchanged from prior year. All specific performance targets are considered commercially sensitive and will be disclosed retrospectively in the next annual report.,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=108"",""p.108 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2025/26 Annual Incentive),FY2025/26,prospective,Net Promoter Score (NPS),5.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),0.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),2.5,,,Not disclosed (commercially sensitive; to be disclosed retrospectively),5.0,,,,Net Promoter Score re-introduced at 5% weighting to reflect customer experience as a key strategic objective for FY2025/26.,"Re-introduced metric to capture customer experience, a key strategic objective. All specific performance targets are considered commercially sensitive and will be disclosed retrospectively in the next annual report.",rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=115"",""p.115 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,Annual Incentive (2025/26 Annual Incentive),FY2025/26,prospective,Individual Strategic Targets,10.0,,,,,,,Qualitative; specific targets not disclosed,10.0,,,,Qualitative assessment; specific targets for FY2025/26 are not disclosed prospectively. Assessment will be conducted by the Remuneration Committee at year end.,Weight unchanged from prior year. Specific individual strategic targets are not disclosed prospectively.,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=115"",""p.115 of AR"")",2.0,
Safestore Holdings Plc,SAFE LN Equity,,,,,1369.5,Annual Bonus Plan,FY2025,completed,"Adjusted EBITDA (excludes all leasehold rent charges and non-recurring items, adjusted for budgeted exchange rates)",66.7,£134.2m,20.0,£139.1m,50.0,,,£141.9m,100.0,£137.1m (up 1.3%),37.6,58.4,,Acts as a financial gateway — strategic/operational measures only assessed if threshold EBITDA is met. Threshold was met. Payout of 37.6% of element translates to 37.6% of salary for the CEO (£250k bonus value).,safestore_holdings_ar_2025,https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf#page=107"",""p.107 of AR"")",2.0,
Safestore Holdings Plc,SAFE LN Equity,,,,,1369.5,Annual Bonus Plan,FY2025,completed,Strategic/Operational Measures,33.3,Objectives-based (no specific numerical thresholds disclosed),0.0,Objectives-based (no specific numerical thresholds disclosed),50.0,,,Objectives-based; maximum = 50% of salary (100% of this element),100.0,Assessed as exceeding objectives across all four strategic areas,100.0,58.4,"All four strategic areas rated 'exceeded' (✔✔✔): (1) Optimisation of performance of existing portfolio (20% of salary) — three sub-objectives all rated exceeded: (a) People performance/engagement: achieved IIP Platinum accreditation (second time); leadership engagement score of 84% (above 80% target); 35,000+ training hours; 49 internal promotions in FY2025. (b) Website performance: full rebuild of Group websites on next-generation platform; new payment platform integrated; multiple quote flows developed; personalised 'smart deals' in testing. (c) Group productivity/efficiencies: enhanced data analytics; AI team strengthened (3 data scientists + 1 data engineer hired); Italian JV integration completed; 24/7 cybersecurity monitoring; multi-lingual LMS deployed. (2) Strong and flexible capital structure (9% of salary) — rated exceeded: New €70m USPP drawn down; new €77.5m five-year term loan with interest rate swap; LTV of 28.1% (below 30–40% strategic target); full-year dividend increased by 1%. (3) Selective portfolio management and expansion opportunities — rated exceeded: details referenced to page 107 of the report (successful store openings, pipeline development, portfolio valuation growth). (4) ESG — rated exceeded: details referenced to page 107 of the report. Overall Committee Assessment: All strategic/operational objectives exceeded; 100% of maximum for this element awarded. No discretionary adjustment applied to formulaic outcome.",No payout under this element unless threshold EBITDA is met (financial gateway condition satisfied). Payout of 100% of element translates to 50.0% of salary for the CEO (£332k bonus value). No discretionary adjustment applied to formulaic outcome.,safestore_holdings_ar_2025,https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf#page=94"",""p.94 of AR"")",2.0,
Safestore Holdings Plc,SAFE LN Equity,,,,,1369.5,Annual Bonus Plan,FY2026,prospective,Underlying EBITDAR (adjusted for budgeted exchange rates) — note: metric changed from 'Adjusted EBITDA' used in FY2025 to 'Underlying EBITDAR' for FY2026,66.7,Not disclosed (commercially sensitive; to be disclosed retrospectively),20.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),50.0,,,Not disclosed (commercially sensitive; to be disclosed retrospectively),100.0,,,,,"Acts as financial gateway — no payout under strategic/operational measures unless threshold Underlying EBITDAR performance is met. Payout scale consistent with Policy: threshold = 20% of maximum, target = 50% of maximum, maximum = 100% of maximum. Targets to be disclosed retrospectively in the FY2026 Directors' Remuneration Report.",safestore_holdings_ar_2025,https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf#page=95"",""p.95 of AR"")",2.0,
Safestore Holdings Plc,SAFE LN Equity,,,,,1369.5,Annual Bonus Plan,FY2026,prospective,Strategic/Operational Measures (including an ESG-related component reflecting commitment to sustainability and responsible business practices),33.3,Not disclosed (commercially sensitive; to be disclosed retrospectively),0.0,Not disclosed (commercially sensitive; to be disclosed retrospectively),50.0,,,Not disclosed (commercially sensitive; to be disclosed retrospectively),100.0,,,,,"No payout under this element unless threshold Underlying EBITDAR performance is met (financial gateway). Will include an ESG-related component. Maximum bonus opportunity unchanged at 150% of salary. Any bonus up to 100% of salary paid in cash; any bonus in excess of 100% of salary deferred into restricted shares for two years (with flexibility to reduce deferral for Executive Directors who have met their shareholding requirement, per the proposed 2026 Policy). Full details of targets and achievement to be disclosed retrospectively in the FY2026 Directors' Remuneration Report.",safestore_holdings_ar_2025,https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf#page=118"",""p.118 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual bonus,FY24,completed,ARR Growth,70.0,9.0%,21.0,10.8%,35.0,13.5%,70.0,,,10.8%,35.0,55.9,,Subject to Group UOP margin underpin of 18.5% (achieved at 22.9%),sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=140"",""p.140 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual bonus,FY24,completed,Customer Experience Scorecard,10.0,,,Between 0% and 10% of bonus payable,10.0,,,,,Multiple customer experience improvements delivered including new 'micromoments' implemented and impact improvements,5.7,55.9,"Measuring 'micromoments' (customer journey touchpoints), 'micromoments significantly improved' (impact of customer experience improvements), and transactional Net Promoter Score (tNPS)",,sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=126"",""p.126 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual bonus,FY24,completed,Strategic Measures (CEO),20.0,,,,,,,,,Execute in FY24 - partially met; Create vision - met; External relations - exceeded; Make Sage iconic - exceeded,15.2,55.9,"Four strategic goals - Execute in FY24 (40% weighting): partially met (continued progress towards rule of 40, revenue growth in line with expectations, operating margin 22.7% ahead of expectations, launched Sage suites in multiple markets); Create three-year vision and strategy (20% weighting): met (successful strategic framework revision, strategic partnerships); External relations (20% weighting): exceeded (influential cross-party engagement, 43% growth in target media coverage); Make Sage iconic (20% weighting): exceeded (maintained employee satisfaction scores, CEO customer engagement, colleague fundraising achievements)",,sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=140"",""p.140 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual bonus,FY25,prospective,Total Underlying Revenue Growth,70.0,,,,,,,,,,,,,"Subject to underlying operating margin underpin. Replaces ARR growth as financial measure, with Sage's high-quality revenue base over 97% recurring. Threshold/Target/Stretch not disclosed (commercially sensitive)",sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=123"",""p.123 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual bonus,FY25,prospective,Customer Measure (inclusive of NPS),10.0,,,,,,,,,,,,Assessment of customer measure against goals set. Threshold/Target/Stretch not disclosed,,sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=123"",""p.123 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual bonus,FY25,prospective,Strategic Goals,20.0,,,,,,,,,,,,Assessment of individual Executive Director's performance against their strategic goals. Threshold/Target/Stretch not disclosed (commercially sensitive),,sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=123"",""p.123 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual Bonus Plan,FY25,completed,Total revenue growth,70.0,9.5%,21.0,10.1%,35.0,10.9%,70.0,,,"9.8% (underlying, at budgeted FX rates)",28.0,48.9,,"Subject to an underpin of Group Underlying Operating Profit (UOP) margin ≥19.5%; actual UOP margin was 24.1%, so underpin was met.",sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=135"",""p.135 of AR"")",3.0,142.0
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual Bonus Plan,FY25,completed,Customer experience scorecard,10.0,,,,,,,,,Assessed via scorecard (0%-10% of bonus payable range),6.9,48.9,,,sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=135"",""p.135 of AR"")",3.0,142.0
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual Bonus Plan,FY25,completed,Strategic measures (Personal/Individual strategic goals),20.0,,,,,,,,,,14.0,48.9,"Five weighted strategic goals for CEO Steve Hare: (1) Prepare refreshed strategy for small business segment & demonstrate early execution (10%) - 'exceeded'; (2) Scale Sage efficiently (20%) - 'partially met' (23.9% operating margin, revenue growth in line with expectations, more acceleration needed for Rule of 40 ambition); (3) Instil a high-performance culture - talent, clarity, high performance (25%) - 'met' (OKRs embedded, location strategy progressed, CFO succession announced); (4) Deliver on the promise of the Sage Platform and Copilot (25%) - 'met' (Copilot rollout across products, embedded services growth exceeded targets); (5) Influence the change agenda - thought leadership on AI/digitalisation (20%) - 'exceeded' (extensive government/policy engagement). Targets not disclosed (commercially sensitive). Overall outcome: Committee awarded 14.0% of the maximum 20% for this element, reflecting a pay-for-performance ethos and stretching target ranges.",,sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=136"",""p.136 of AR"")",3.0,151.0
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual Bonus Plan,FY26,prospective,Total revenue growth,40.0,,,,,,,,,,,,,Weight reduced from 70% in FY25 to enable equal weighting with new Rule of 40 metric. Threshold/Target/Stretch not disclosed (commercially sensitive; to be retrospectively disclosed next year). Measured on an underlying basis; Committee may adjust for significant M&A impact.,sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=121"",""p.121 of AR"")",3.0,29.0
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual Bonus Plan,FY26,prospective,Rule of 40 (new metric),40.0,,,,,,,,,,,,,"Defined as underlying ARR growth plus underlying EBITDA margin. Threshold/Target/Stretch not disclosed (commercially sensitive). Introduced to reinforce disciplined, balanced growth and margin improvement as the business scales.",sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=120"",""p.120 of AR"")",3.0,25.0
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,Annual Bonus Plan,FY26,prospective,Strategic goals,20.0,,,,,,,,,,,,"Assessment of individual Executive Director performance against strategic goals; will include diversity, equity & inclusion metrics and customer-related metrics (customer metric folded into strategic goals for FY26, removing the separate customer measure used in FY25). Specific targets not disclosed (commercially sensitive); intended for retrospective disclosure in next year's report.",,sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=121"",""p.121 of AR"")",3.0,29.0
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2024/25,completed,Group Underlying Profit Before Tax,50.0,£650m,0.0,£722m,50.0,£750m,100.0,£750m,100.0,£761m (above stretch),50.0,91.0,,None specific to this metric. CEO maximum opportunity: 220% of base salary.,sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=107"",""p.107 of AR"")",2.0,
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2024/25,completed,Retail Free Cash Flow,20.0,N/A (no payout below target for 2024/25),0.0,£500m,50.0,£600m,100.0,£600m,100.0,£531m (between target and stretch),13.0,91.0,,No payout for performance below target in 2024/25. Actual payout of 13% of overall maximum represents approximately 65% of this element.,sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=116"",""p.116 of AR"")",2.0,
Sainsburys Plc,SBRY LN Equity,Consumer Staples,Consumer Staples Distribution & Retail,Consumer Staples Distribution & Retail,Food Retail,6749.7,Annual Bonus,FY2024/25,completed,Strategic Scorecard – Customer,10.0,,,,,,,,,Customer satisfaction scores maintained vs. high 2023/24 base with year-on-year growth in key touchpoints; significant increases in customer frequency and loyalty (primary customer numbers 18% higher than four years ago); volume growth across all channels; stronger food availability; 1 in 3 baskets containing a Taste the Difference product; £150m invested in value; Aldi Price Match extended including into convenience stores; Nectar Prices delivering over £2bn savings to customers during the year.,9.0,91.0,"9% out of 10% of overall maximum achieved. Strong performance across customer satisfaction, frequency, loyalty, volume growth, food availability, value investment, and Nectar Prices savings.",One of three equally weighted sub-components of the Strategic Scorecard (30% overall weight). Maximum payout for this sub-metric is 10% of overall maximum.,sainsburys_ar_2025,https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf,"=HYPERLINK(""https://corporate.sainsburys.co.uk/media/z01g231u/j-sainsbury-plc-annual-report-and-financial-statements-2026.pdf#page=110"",""p.110 of AR"")",2.0,
