company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,financial_year,executive_name,position,salary_amount,salary_currency,annual_bonus_amount,ltip_amount,pension_amount,benefits_amount,other_compensation_amount,total_compensation_amount,total_compensation_currency,is_pro_rata,pro_rata_notes,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
Rentokil Initial Plc,RTO LN Equity,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,11889.2,FY2025,Andy Ransom,Chief Executive Officer,1040000.0,GBP,1315800.0,876900.0,31200.0,19300.0,,3283200.0,GBP,False,"Served full year FY2025 (year ended 31 December 2025). Annual bonus of 126.5% of salary comprises 96.5% Company performance element (36.4% of max for Revenue, 65.0% of max for Adjusted Operating Profit, 41.4% of max for North America Organic Revenue Growth) plus 30% personal performance element (PDR rating 5). 50% of annual bonus deferred in shares under the Deferred Bonus Plan (DBP). Pension is 3% of salary.",rentokil_initial_ar_2025,https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf,"=HYPERLINK(""https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf#page=116"",""p.116 of AR"")",2.0,
Rentokil Initial Plc,RTO LN Equity,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,11889.2,FY2025,Paul Edgecliffe-Johnson,Chief Financial Officer,775000.0,GBP,980500.0,0.0,20300.0,15900.0,,1791700.0,GBP,True,"New appointment as CFO in 2025; served part of FY2025 (year ended 31 December 2025). No 2024 comparator data shown — all 2024 figures shown as '–', confirming he was not in post during FY2024. Salary, bonus and pension figures reflect the period served in 2025. No PSP vesting in 2025 as newly appointed. Annual bonus of 126.5% of salary comprises 96.5% Company performance element plus 30% personal performance element (PDR rating 5). Benefits include car allowance of £15,180 p.a., family health insurance, life assurance, and permanent health insurance. Pension is 3% of salary. 50% of annual bonus deferred in shares under the Deferred Bonus Plan (DBP).",rentokil_initial_ar_2025,https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf,"=HYPERLINK(""https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf#page=116"",""p.116 of AR"")",2.0,
Rentokil Initial Plc,RTO LN Equity,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,11889.2,FY2025,Stuart Ingall-Tombs,Former Chief Financial Officer,571500.0,GBP,,,15000.0,15300.0,0.0,601700.0,GBP,True,"Former CFO; departed during FY2025 (year ended 31 December 2025), replaced by Paul Edgecliffe-Johnson. Fixed pay figures (salary, benefits, pension) are pro-rated for the period served in 2025. Variable pay components (Annual Bonus and LTIP/PSP) were not fully detailed in the extracted tables. The disclosed total of £601,700 reflects total fixed pay only.",rentokil_initial_ar_2025,https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf,"=HYPERLINK(""https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf#page=125"",""p.125 of AR"")",2.0,
Rentokil Initial Plc,RTO LN Equity,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,11889.2,FY2024,Andy Ransom,Chief Executive Officer,984100.0,GBP,0.0,868500.0,29500.0,19200.0,,1901300.0,GBP,False,Served full year FY2024 (year ended 31 December 2024). Annual bonus was 0% — no bonus payable for 2024. LTIP (PSP) vesting at 32.6% of maximum. Pension is 3% of salary.,rentokil_initial_ar_2025,https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf,"=HYPERLINK(""https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf#page=129"",""p.129 of AR"")",2.0,
Rentokil Initial Plc,RTO LN Equity,Industrials,Commercial & Professional Services,Commercial Services & Supplies,Environmental & Facilities Services,11889.2,FY2024,Paul Edgecliffe-Johnson,Chief Financial Officer,,,,,,,,0.0,GBP,True,"Not appointed until 2025; was not a Director in FY2024 (year ended 31 December 2024). All FY2024 figures shown as '–' in the audited single figure remuneration table. No salary, benefits, pension, annual bonus, or LTIP figures are applicable for FY2024.",rentokil_initial_ar_2025,https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf,"=HYPERLINK(""https://www.rentokil-initial.com/~/media/Files/R/Rentokil/documents/annual-reports/rentokil-ar25.pdf#page=116"",""p.116 of AR"")",2.0,
RHI Magnesita NV,RHIM LN Equity,,,,,1254.4,FY2025,Stefan Borgas,Chief Executive Officer (CEO),1247500.0,EUR,0.0,1807815.0,187124.0,12937.0,,3255377.0,EUR,False,Served full year,rhi_magnesita_nv_ar_2025,https://ir.rhimagnesita.com/wp-content/uploads/2026/03/rhim-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.rhimagnesita.com/wp-content/uploads/2026/03/rhim-annual-report-and-accounts-2025.pdf#page=228"",""p.228 of AR"")",2.0,
RHI Magnesita NV,RHIM LN Equity,,,,,1254.4,FY2025,Ian Botha,Chief Financial Officer (CFO),729200.0,EUR,0.0,792602.0,109380.0,9054.0,,1640236.0,EUR,False,Served full year,rhi_magnesita_nv_ar_2025,https://ir.rhimagnesita.com/wp-content/uploads/2026/03/rhim-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.rhimagnesita.com/wp-content/uploads/2026/03/rhim-annual-report-and-accounts-2025.pdf#page=228"",""p.228 of AR"")",2.0,
RHI Magnesita NV,RHIM LN Equity,,,,,1254.4,FY2024,Stefan Borgas,Chief Executive Officer (CEO),1211200.0,EUR,1122945.0,2221691.0,181679.0,15183.0,,4752698.0,EUR,False,Served full year,rhi_magnesita_nv_ar_2025,https://ir.rhimagnesita.com/wp-content/uploads/2026/03/rhim-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.rhimagnesita.com/wp-content/uploads/2026/03/rhim-annual-report-and-accounts-2025.pdf#page=228"",""p.228 of AR"")",2.0,
RHI Magnesita NV,RHIM LN Equity,,,,,1254.4,FY2024,Ian Botha,Chief Financial Officer (CFO),708000.0,EUR,656411.0,973999.0,106199.0,12003.0,,2456612.0,EUR,False,Served full year,rhi_magnesita_nv_ar_2025,https://ir.rhimagnesita.com/wp-content/uploads/2026/03/rhim-annual-report-and-accounts-2025.pdf,"=HYPERLINK(""https://ir.rhimagnesita.com/wp-content/uploads/2026/03/rhim-annual-report-and-accounts-2025.pdf#page=228"",""p.228 of AR"")",2.0,
Rightmove Plc,RMV LN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,2992.3,FY2025,Johan Svanstrom,Chief Executive Officer,636000.0,GBP,907000.0,0.0,38000.0,3000.0,,1584000.0,GBP,False,"Served full year in FY2025. Benefits include private medical insurance, medical cash plan, and participation in the Company's salary sacrifice EV scheme from 27 October 2025. Pension contributions at 7% of salary to Rightmove defined contribution pension scheme. Annual bonus based on 77.1% of maximum achievement; maximum opportunity was 185% of salary. 40% paid in cash and 60% deferred in shares under DSBP for two years (vesting March 2028). LTIP: 2023 PSP threshold targets not met over three-year performance period ending 31 December 2025; no vesting.",rightmove_ar_2025,https://plc.rightmove.co.uk/content/uploads/2026/03/RIG004-V2-2025-ARA-WEB-READY-260323.pdf,"=HYPERLINK(""https://plc.rightmove.co.uk/content/uploads/2026/03/RIG004-V2-2025-ARA-WEB-READY-260323.pdf#page=89"",""p.89 of AR"")",2.0,
Rightmove Plc,RMV LN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,2992.3,FY2025,Ruaridh Hook,Chief Financial Officer,375000.0,GBP,506000.0,0.0,18000.0,2000.0,,901000.0,GBP,False,"Served full year in FY2025; this represents his first full year as Executive Director, having been appointed to the role on 15 September 2024. Benefits include private medical insurance and medical cash plan. Pension contributions at 7% of salary to Rightmove defined contribution pension scheme. Annual bonus based on 77.1% of maximum achievement; maximum opportunity was 175% of salary. 40% paid in cash and 60% deferred in shares under DSBP for two years (vesting March 2028). LTIP: 2023 PSP threshold targets not met over three-year performance period ending 31 December 2025; no vesting.",rightmove_ar_2025,https://plc.rightmove.co.uk/content/uploads/2026/03/RIG004-V2-2025-ARA-WEB-READY-260323.pdf,"=HYPERLINK(""https://plc.rightmove.co.uk/content/uploads/2026/03/RIG004-V2-2025-ARA-WEB-READY-260323.pdf#page=89"",""p.89 of AR"")",2.0,
Rightmove Plc,RMV LN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,2992.3,FY2024,Johan Svanstrom,Chief Executive Officer,624000.0,GBP,929000.0,0.0,37000.0,2000.0,,1592000.0,GBP,False,Served full year in FY2024. Benefits include private medical insurance and medical cash plan. Pension contributions at 7% of salary to Rightmove defined contribution pension scheme. No LTIP vested in 2024.,rightmove_ar_2025,https://plc.rightmove.co.uk/content/uploads/2026/03/RIG004-V2-2025-ARA-WEB-READY-260323.pdf,"=HYPERLINK(""https://plc.rightmove.co.uk/content/uploads/2026/03/RIG004-V2-2025-ARA-WEB-READY-260323.pdf#page=92"",""p.92 of AR"")",2.0,
Rightmove Plc,RMV LN Equity,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services,2992.3,FY2024,Ruaridh Hook,Chief Financial Officer,110000.0,GBP,164000.0,0.0,7000.0,1000.0,,282000.0,GBP,True,Appointed as Executive Director on 15 September 2024; remuneration shown reflects only the period from that date to 31 December 2024 (approximately 3.5 months). Benefits include private medical insurance and medical cash plan. Pension contributions at 7% of salary to Rightmove defined contribution pension scheme. No LTIP vested in 2024.,rightmove_ar_2025,https://plc.rightmove.co.uk/content/uploads/2026/03/RIG004-V2-2025-ARA-WEB-READY-260323.pdf,"=HYPERLINK(""https://plc.rightmove.co.uk/content/uploads/2026/03/RIG004-V2-2025-ARA-WEB-READY-260323.pdf#page=92"",""p.92 of AR"")",2.0,
Rio Tinto Plc,RIO LN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining,126294.7,FY2025,Simon Trott,Chief Executive (from 25 August 2025),472000.0,GBP,704000.0,0.0,66000.0,636000.0,,1878000.0,GBP,True,"Appointed as Executive Director and Chief Executive on 25 August 2025; figures reflect remuneration from that date only. Note: Under Australian statutory reporting (Table 1a, in USD), Simon Trott's figures cover the full financial year across both roles (Chief Executive, Iron Ore and Group Chief Executive), totalling US$6,362,000.",rio_tinto_ar_2025,https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf#page=133"",""p.133 of AR"")",2.0,
Rio Tinto Plc,RIO LN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining,126294.7,FY2025,Jakob Stausholm,Former Chief Executive (stepped down 24 August 2025),891000.0,GBP,1085000.0,0.0,125000.0,109000.0,,2210000.0,GBP,True,"Stepped down as Chief Executive on 24 August 2025; figures reflect remuneration to that date, including an apportionment of the 2025 STIP award for the period served as Executive Director. Full-year STIP award was £1,678,733; paid entirely in cash as an eligible leaver with no deferred shares component.",rio_tinto_ar_2025,https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf#page=133"",""p.133 of AR"")",2.0,
Rio Tinto Plc,RIO LN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining,126294.7,FY2025,Peter Cunningham,Chief Financial Officer,780000.0,GBP,932000.0,0.0,109000.0,30000.0,,1851000.0,GBP,False,Served the full financial year.,rio_tinto_ar_2025,https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf#page=133"",""p.133 of AR"")",2.0,
Rio Tinto Plc,RIO LN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining,126294.7,FY2024,Jakob Stausholm,Chief Executive,1277000.0,GBP,1272000.0,678000.0,179000.0,168000.0,,3574000.0,GBP,False,Served the full financial year.,rio_tinto_ar_2025,https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf#page=133"",""p.133 of AR"")",2.0,
Rio Tinto Plc,RIO LN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining,126294.7,FY2024,Peter Cunningham,Chief Financial Officer,756000.0,GBP,753000.0,68000.0,106000.0,44000.0,,1727000.0,GBP,False,Served the full financial year.,rio_tinto_ar_2025,https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf,"=HYPERLINK(""https://cdn-rio.dataweavers.io/-/media/content/documents/invest/reports/annual-reports/2025-annual-report.pdf#page=133"",""p.133 of AR"")",2.0,
Rotork Plc,ROR LN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,2442.8,2025,Kiet Huynh,Chief Executive Officer,703000.0,GBP,881000.0,983000.0,73000.0,26000.0,4000.0,2670000.0,GBP,False,,rotork_ar_2025,https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e,"=HYPERLINK(""https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e#page=138"",""p.138 of AR"")",3.0,313.0
Rotork Plc,ROR LN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,2442.8,2025,Ben Peacock,Chief Financial Officer,449000.0,GBP,472000.0,0.0,46000.0,28000.0,0.0,995000.0,GBP,False,Not applicable for 2025; served full year. N/A for 2025; see 2024 note below regarding onboarding/appointment.,rotork_ar_2025,https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e,"=HYPERLINK(""https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e#page=138"",""p.138 of AR"")",3.0,313.0
Rotork Plc,ROR LN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,2442.8,2024,Kiet Huynh,Chief Executive Officer,666000.0,GBP,879000.0,595000.0,68000.0,23000.0,4000.0,2235000.0,GBP,False,"Served full year as CEO in 2024 (note: role changed from Kevin Hostetler/Kiet Huynh in 2022, but by 2024 Huynh was full-year CEO).",rotork_ar_2025,https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e,"=HYPERLINK(""https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e#page=138"",""p.138 of AR"")",3.0,313.0
Rotork Plc,ROR LN Equity,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplies & Components,2442.8,2024,Ben Peacock,Chief Financial Officer,347000.0,GBP,386000.0,230000.0,33000.0,13000.0,141000.0,1150000.0,GBP,True,"2024 salary (£347k) is notably lower than the 2025 full-year salary (£449k) and the presence of a large 'Other items' figure (£141k) suggests Ben Peacock may have joined Rotork as CFO partway through 2024 or incurred one-off onboarding/relocation costs; the report references relocation cost contributions for his onboarding, supporting a partial-year or transition-related pro-rata treatment for 2024. Exact appointment date not explicitly stated in the provided context.",rotork_ar_2025,https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e,"=HYPERLINK(""https://media.rotork.com/api/public/content/rotorkannualreport2025-pdf-rgqfrcghqhg7tvtmbalvvq.pdf?v=9b37b48e#page=138"",""p.138 of AR"")",3.0,313.0
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,FY2025,Simon Pryce,Chief Executive Officer (CEO),768946.0,GBP,608499.0,0.0,80739.0,17463.0,0.0,1475647.0,GBP,False,N/A — served full year,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=122"",""p.122 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,FY2025,Kate Ringrose,Chief Financial Officer (CFO),512500.0,GBP,393975.0,141128.0,53812.0,15458.0,0.0,1116873.0,GBP,True,"Kate Ringrose joined during FY2024 (evidenced by her significantly lower FY2024 salary of £250,000 vs. £512,500 in FY2025, consistent with a mid-year appointment). FY2025 reflects a full year at the higher salary of £512,500. The Buy-out LTIP of £141,128 relates to a buy-out award granted on appointment to compensate for forfeited awards from her previous employer.",rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=122"",""p.122 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,FY2024,Simon Pryce,Chief Executive Officer (CEO),749383.0,GBP,0.0,0.0,78770.0,17169.0,4606.0,849928.0,GBP,False,N/A — served full year. Annual bonus forfeited due to profit underpin not met. No standard LTIP vesting; J2G LTIP lapsed.,rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=122"",""p.122 of AR"")",2.0,
RS Group Plc,RS1 LN Equity,Industrials,Capital Goods,Trading Companies & Distributors,Trading Companies & Distributors,2851.7,FY2024,Kate Ringrose,Chief Financial Officer (CFO),250000.0,GBP,0.0,89397.0,26250.0,7323.0,4606.0,377576.0,GBP,True,"Appointed mid-year during FY2024. The significantly lower salary of £250,000 (vs. £512,500 full-year equivalent in FY2025) is consistent with Kate Ringrose having been appointed partway through FY2024. Annual bonus forfeited due to profit underpin not met. The Buy-out LTIP of £89,397 relates to the buy-out award granted on appointment to replace forfeited entitlements from her prior employer.",rs_group_ar_2025,https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf,"=HYPERLINK(""https://www.rsgroup.com/media/xesjxdci/rs_group_annual_report_2026.pdf#page=122"",""p.122 of AR"")",2.0,
Safestore Holdings Plc,SAFE LN Equity,,,,,1369.5,FY2025,Frederic Vecchioli,Chief Executive Officer (CEO),665000.0,GBP,582000.0,0.0,27000.0,25000.0,0.0,1299000.0,GBP,False,"Served full year. Total Fixed Remuneration: £717,000; Total Variable Remuneration: £582,000. Annual bonus of 87.6% of salary represents 58.4% of maximum opportunity of 150% of salary; paid in cash as below 100% of salary deferral threshold. 2022 LTIP lapsed in full; 2023 LTIP excluded as TSR performance period ends July 2026. Pension is 4.1% of salary, cash supplement in line with average workforce contribution rate. Benefits comprise car allowance and private medical insurance.",safestore_holdings_ar_2025,https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf#page=97"",""p.97 of AR"")",2.0,
Safestore Holdings Plc,SAFE LN Equity,,,,,1369.5,FY2025,Simon Clinton,Chief Financial Officer (CFO),430000.0,GBP,418000.0,0.0,18000.0,25000.0,0.0,891000.0,GBP,False,"Served full year in FY2025 (first full year as CFO). Simon Clinton was appointed to the Board as CFO on 22 April 2024, so FY2025 represents his first full year. Total Fixed Remuneration: £473,000; Total Variable Remuneration: £418,000. Annual bonus of 87.6% of salary represents 58.4% of maximum opportunity of 150% of salary; paid in cash as below 100% of salary deferral threshold. Note: bonus calculated based on proposed salary of £477,009 backdated to 1 November 2025, subject to shareholder approval. 2022 LTIP lapsed in full; 2023 LTIP excluded as TSR performance period ends July 2026. Pension is 4.1% of salary, cash supplement in line with average workforce contribution rate. Benefits comprise car allowance and private medical insurance.",safestore_holdings_ar_2025,https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf#page=97"",""p.97 of AR"")",2.0,
Safestore Holdings Plc,SAFE LN Equity,,,,,1369.5,FY2024,Frederic Vecchioli,Chief Executive Officer (CEO),566000.0,GBP,0.0,0.0,23000.0,25000.0,0.0,614000.0,GBP,False,"Served full year. Total Fixed Remuneration: £614,000; Total Variable Remuneration: £0. No bonus payable — threshold performance under EBITDA measure was not achieved. 2022 LTIP lapsed in full at vesting date of 25 January 2025.",safestore_holdings_ar_2025,https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf#page=97"",""p.97 of AR"")",2.0,
Safestore Holdings Plc,SAFE LN Equity,,,,,1369.5,FY2024,Simon Clinton,Chief Financial Officer (CFO),273000.0,GBP,0.0,0.0,11000.0,17000.0,0.0,301000.0,GBP,True,"Simon Clinton joined Safestore on 11 March 2024 and was formally appointed to the Board as CFO on 22 April 2024. The FY2024 remuneration figures reflect earnings from 11 March 2024 onwards (approximately 7.7 months), including payments made prior to his formal Board appointment, all consistent with the approved Remuneration Policy. Total Fixed Remuneration: £301,000; Total Variable Remuneration: £0. No bonus payable — threshold performance under EBITDA measure was not achieved. 2022 LTIP lapsed in full.",safestore_holdings_ar_2025,https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://corporate.safestore.com/getmedia/0f356b0e-a411-4015-8b87-fd7896ed0f21/Safestore-Holdings-plc-Annual-report-and-financial-statements-2025.pdf#page=107"",""p.107 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,2024,S Hare,Chief Executive Officer,904000.0,GBP,885000.0,2665000.0,90000.0,43000.0,0.0,4587000.0,GBP,False,,sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=139"",""p.139 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,2024,J Howell,Chief Financial Officer,599000.0,GBP,626000.0,1463000.0,52000.0,7000.0,0.0,2747000.0,GBP,False,,sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=139"",""p.139 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,2023,S Hare,Chief Executive Officer,833000.0,GBP,993000.0,2379000.0,83000.0,65000.0,5000.0,4358000.0,GBP,False,,sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=139"",""p.139 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,2023,J Howell,Chief Financial Officer,571000.0,GBP,691000.0,1652000.0,49000.0,8000.0,0.0,2971000.0,GBP,False,,sage_group_ar_2024,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=139"",""p.139 of AR"")",2.0,
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,FY25,Steve Hare,Chief Executive Officer (CEO),1029000.0,GBP,881000.0,2506000.0,103000.0,43000.0,0.0,4562000.0,GBP,False,Served full financial year in role,sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=134"",""p.134 of AR"")",3.0,137.0
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,FY25,Jonathan Howell,Chief Financial Officer (CFO),665000.0,GBP,592000.0,1546000.0,57000.0,7000.0,0.0,2867000.0,GBP,False,"Served full financial year in role. Note: per chunk 42/23, Howell is stepping down as CFO/Board member effective 31 December 2025, which falls within FY26, not FY25; his FY25 figures represent a full year of service.",sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=134"",""p.134 of AR"")",3.0,137.0
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,FY24,Steve Hare,Chief Executive Officer (CEO),904000.0,GBP,885000.0,3394000.0,90000.0,43000.0,0.0,5316000.0,GBP,False,Served full financial year in role,sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=134"",""p.134 of AR"")",3.0,137.0
Sage Group Plc,SGE LN Equity,Information Technology,Software & Services,Software,Application Software,7845.4,FY24,Jonathan Howell,Chief Financial Officer (CFO),599000.0,GBP,626000.0,1863000.0,52000.0,7000.0,0.0,3147000.0,GBP,False,Served full financial year in role,sage_group_ar_2025,https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf,"=HYPERLINK(""https://www.sage.com/investors/-/media/files/investors/documents/pdf/annual%20report/sage-annual-report-2025.pdf#page=134"",""p.134 of AR"")",3.0,137.0
